ethnicity,race,gender,action_taken,preapproval_requested,loan_type,loan_purpose,loan_to_value_ratio,interest_only_payment,balloon_payment,debt_to_income_ratio,age,income,derived_loan_to_value_ratio
0,1,1,1,0,1,1.0,95.0,0.0,0,3,2,3,3
0,3,0,1,0,1,1.0,95.0,0.0,0,3,1,3,3
0,1,1,1,0,1,1.0,90.0,0.0,0,4,1,4,3
0,1,0,1,0,1,3.0,40.0,0.0,0,4,2,4,2
0,1,1,0,0,1,4.0,24.1,0.0,0,6,3,2,2
0,1,1,1,0,1,3.0,67.86,0.0,0,4,2,5,2
0,3,0,0,0,1,1.0,100.0,0.0,0,5,2,2,4
0,1,1,1,0,1,1.0,90.0,0.0,0,4,2,5,3
1,1,0,1,0,1,3.0,80.0,0.0,0,2,2,3,2
0,1,1,1,0,1,1.0,90.0,0.0,0,4,1,3,3
0,2,0,1,0,1,3.0,59.89,0.0,0,4,2,3,2
0,1,0,1,0,1,1.0,52.48,0.0,0,4,2,1,2
0,3,0,1,0,1,2.0,38.46,0.0,0,4,3,3,2
0,1,0,0,0,1,3.0,47.92,0.0,0,1,2,4,2
1,1,1,0,0,1,3.0,91.13,0.0,0,4,2,3,3
0,1,0,0,0,1,3.0,79.38,0.0,0,5,2,2,2
1,1,1,0,0,1,1.0,97.0,0.0,0,2,2,2,4
0,1,1,1,0,1,3.0,74.84,0.0,0,4,3,2,2
0,2,1,1,0,1,3.0,65.57,0.0,0,4,2,3,2
0,2,0,1,0,1,3.0,66.3,0.0,0,4,2,3,2
0,1,1,0,0,1,4.0,75.0,0.0,0,2,3,5,2
1,1,1,0,0,1,4.0,97.1,0.0,0,2,2,3,4
0,1,0,1,0,1,1.0,75.0,0.0,0,4,2,4,2
0,1,1,0,0,1,1.0,88.35,0.0,0,2,2,3,3
0,2,1,1,0,1,1.0,70.16,0.0,0,4,3,3,2
0,3,1,1,0,1,1.0,95.0,0.0,0,2,3,3,3
0,1,1,0,0,1,1.0,102.55,0.0,0,6,2,1,1
0,1,1,1,0,1,3.0,74.14,0.0,0,3,3,4,2
0,1,0,1,0,1,3.0,66.99,0.0,0,4,2,4,2
1,1,1,1,0,1,1.0,80.0,0.0,0,3,3,3,2
0,1,0,1,0,1,1.0,96.83,0.0,0,4,2,2,4
0,1,1,0,0,1,1.0,95.0,0.0,0,4,1,1,3
0,1,1,1,0,1,3.0,80.0,0.0,0,3,3,4,2
0,2,1,1,0,1,1.0,95.0,0.0,0,4,2,2,3
0,3,0,1,0,1,1.0,90.0,0.0,0,2,1,3,3
0,1,1,1,0,1,2.0,80.0,0.0,0,4,3,4,2
0,1,0,0,0,1,3.0,67.5,0.0,0,4,2,3,2
0,1,0,1,0,1,1.0,97.0,0.0,0,4,1,3,4
0,2,1,1,0,1,1.0,85.0,0.0,0,2,2,5,3
0,2,1,0,0,1,1.0,79.94,0.0,0,4,2,3,2
0,1,1,1,0,1,1.0,95.0,0.0,0,4,2,4,3
0,2,0,0,0,1,1.0,66.67,0.0,0,6,2,1,2
0,2,1,1,0,1,2.0,75.0,0.0,0,2,2,4,2
0,1,1,0,0,1,3.0,85.96,0.0,0,4,3,3,3
0,2,1,0,0,1,3.0,78.36,0.0,0,1,2,4,2
0,2,1,0,0,1,1.0,67.74,0.0,0,6,2,3,2
0,1,1,1,0,1,1.0,80.0,0.0,0,3,2,3,2
0,1,1,0,0,1,3.0,64.65,1.0,0,3,2,4,2
0,1,1,0,0,1,3.0,39.67,0.0,0,6,1,2,2
0,2,1,0,0,1,1.0,90.0,0.0,0,4,1,4,3
0,3,1,0,0,1,3.0,74.67,0.0,0,5,2,2,2
0,1,1,1,0,1,1.0,90.0,0.0,0,2,1,3,3
1,3,1,0,0,1,3.0,72.33,0.0,0,6,2,3,2
0,1,1,0,0,1,4.0,83.33,0.0,0,6,1,2,3
0,3,0,0,0,1,2.0,90.0,1.0,0,2,2,3,3
1,1,0,1,0,1,1.0,97.0,0.0,0,4,1,3,4
0,1,1,0,0,1,1.0,68.36,0.0,0,6,1,2,2
0,1,1,0,0,1,1.0,80.0,0.0,0,6,1,2,2
