ethnicity,race,gender,action_taken,preapproval_requested,loan_type,loan_purpose,loan_to_value_ratio,interest_only_payment,balloon_payment,debt_to_income_ratio,age,income,derived_loan_to_value_ratio
0,1,1,1,0,1,1.0,80.0,0.0,0,4,1,3,2
0,1,1,1,0,1,1.0,80.0,0.0,0,2,1,4,2
0,1,1,1,0,1,1.0,80.0,0.0,0,2,1,3,2
0,1,0,1,0,1,1.0,79.975,0.0,0,4,3,3,2
0,1,1,1,0,1,3.0,87.38,0.0,0,3,3,3,3
1,3,0,1,0,1,1.0,3.928,0.0,1,4,1,3,2
0,1,0,1,0,1,1.0,3.927,0.0,1,5,2,2,2
0,1,0,1,0,1,3.0,71.167,0.0,0,2,2,4,2
0,1,1,1,0,1,1.0,97.0,0.0,0,3,2,3,4
0,1,1,0,0,1,3.0,75.7,0.0,0,1,2,1,2
0,1,1,1,0,2,1.0,100.0,0.0,0,5,3,3,4
0,1,1,1,0,1,1.0,95.0,0.0,0,2,2,3,3
0,1,0,1,0,1,1.0,95.0,0.0,0,4,2,3,3
0,1,1,1,0,2,1.0,100.0,0.0,0,3,2,3,4
1,4,1,1,0,1,1.0,52.381,0.0,0,4,3,3,2
0,1,1,1,0,1,1.0,80.0,0.0,0,4,2,4,2
0,1,1,1,0,1,1.0,57.128,0.0,0,2,2,3,2
0,1,1,1,0,1,1.0,80.0,0.0,0,4,3,3,2
0,1,1,1,0,1,1.0,95.0,0.0,0,2,2,4,3
0,1,1,1,0,1,1.0,90.0,0.0,0,4,2,4,3
0,1,1,1,0,1,3.0,59.833,0.0,0,1,2,4,2
0,1,0,1,0,1,1.0,100.427,0.0,1,3,1,3,1
1,1,1,1,0,1,1.0,100.427,0.0,1,4,1,3,1
0,1,1,1,0,1,1.0,66.667,0.0,0,4,3,4,2
1,1,1,1,0,2,1.0,100.0,0.0,0,2,1,2,4
0,1,0,1,0,1,1.0,80.0,0.0,0,4,1,3,2
0,1,1,1,0,1,3.0,31.645,0.0,0,4,3,2,2
0,3,1,1,0,2,1.0,100.0,0.0,0,4,2,3,4
0,1,0,1,0,1,1.0,97.0,0.0,0,3,1,3,4
0,1,0,1,0,1,4.0,20.701,0.0,0,4,3,3,2
0,1,0,1,0,1,1.0,97.0,0.0,0,4,1,2,4
0,1,0,1,0,1,1.0,75.0,0.0,0,2,2,4,2
0,1,0,1,0,1,1.0,100.319,0.0,0,4,2,3,1
1,4,1,1,0,1,1.0,100.427,0.0,1,5,1,2,1
0,1,0,1,0,1,1.0,3.927,0.0,1,4,1,2,2
0,1,1,1,0,1,1.0,49.367,0.0,0,4,3,4,2
0,1,0,1,0,1,1.0,80.0,0.0,0,2,2,3,2
1,1,1,1,0,1,1.0,97.0,0.0,0,2,1,2,4
0,1,1,1,0,1,1.0,100.41,0.0,1,3,1,3,1
0,1,1,1,0,1,1.0,97.0,0.0,0,2,1,2,4
1,1,1,1,0,1,1.0,85.0,0.0,0,4,2,2,3
0,1,1,0,0,1,1.0,95.0,0.0,0,6,3,3,3
0,1,0,1,0,1,1.0,89.826,0.0,0,2,1,3,3
0,3,0,1,0,1,1.0,75.0,0.0,0,3,2,4,2
1,1,0,1,0,2,1.0,94.565,0.0,0,4,1,2,3
0,2,1,1,0,1,1.0,95.0,0.0,0,1,1,4,3
0,1,1,1,0,1,1.0,75.0,0.0,0,4,3,3,2
0,1,0,1,0,1,1.0,90.0,0.0,0,2,1,3,3
0,1,0,1,0,2,1.0,100.0,0.0,0,3,1,3,4
1,1,1,1,0,3,1.0,100.965,0.0,0,4,1,3,1
0,1,0,1,0,1,1.0,91.438,0.0,0,2,1,3,3
0,1,0,1,0,1,1.0,90.0,0.0,0,4,2,3,3
1,1,0,1,0,1,1.0,97.0,0.0,0,4,1,1,4
0,1,0,1,0,1,1.0,97.0,0.0,0,4,1,1,4
0,1,0,1,0,1,1.0,100.319,0.0,0,5,2,3,1
0,1,0,1,0,1,1.0,100.427,0.0,0,4,2,3,1
0,1,1,1,0,1,3.0,73.425,0.0,0,4,2,4,2
0,1,1,1,0,1,1.0,90.0,0.0,0,4,2,4,3
1,1,1,1,0,1,1.0,101.85,0.0,0,4,2,2,1
0,1,1,1,0,1,1.0,57.356,0.0,0,4,2,4,2
1,1,0,1,0,1,1.0,90.0,0.0,0,4,2,2,3
0,1,0,1,0,1,3.0,93.214,0.0,0,4,2,3,3
0,1,0,1,0,1,1.0,97.0,0.0,0,3,3,2,4
0,1,1,1,0,1,1.0,80.0,0.0,0,3,1,2,2
0,1,0,1,0,1,3.0,60.0,0.0,0,2,2,4,2
0,1,1,1,0,1,1.0,90.0,0.0,0,4,2,4,3
0,1,0,1,0,1,1.0,97.0,0.0,0,4,3,1,4
0,3,1,1,0,2,1.0,100.0,0.0,0,3,3,1,4
0,1,0,1,0,1,1.0,97.0,0.0,0,2,1,3,4
0,1,1,1,0,2,1.0,100.0,0.0,0,4,1,3,4
0,1,0,1,0,1,3.0,80.0,0.0,0,4,2,3,2
0,1,0,1,0,1,1.0,95.0,0.0,0,3,2,4,3
0,1,0,1,0,1,1.0,87.656,0.0,0,3,1,2,3
0,1,1,1,0,3,1.0,100.936,0.0,0,2,2,2,1
1,1,1,1,0,1,3.0,80.0,0.0,0,4,2,3,2
0,1,0,1,0,1,1.0,97.0,0.0,0,4,2,2,4
0,1,1,1,0,1,1.0,65.217,0.0,0,2,2,3,2
0,1,1,1,0,1,1.0,80.0,0.0,0,4,2,3,2
0,2,1,1,0,1,1.0,79.91,0.0,0,3,2,3,2
0,1,0,0,0,1,3.0,78.88,0.0,0,4,2,3,2
0,2,0,1,1,1,1.0,79.76,0.0,0,3,2,4,2
0,1,1,1,0,1,1.0,80.0,0.0,0,3,2,3,2
0,1,1,1,0,1,1.0,75.0,0.0,0,1,2,4,2
1,1,0,1,0,1,1.0,95.0,0.0,0,4,2,3,3
0,2,0,1,0,1,1.0,90.0,0.0,0,3,2,3,3
0,1,1,1,1,1,1.0,80.0,0.0,0,2,3,4,2
0,3,0,0,0,1,2.0,79.97,0.0,0,3,3,2,2
1,1,1,0,0,1,3.0,77.93,0.0,0,4,2,1,2
0,1,1,1,1,1,1.0,75.0,0.0,0,4,2,4,2
0,1,1,1,0,1,2.0,63.77,0.0,0,5,2,1,2
0,1,1,0,0,1,4.0,75.96,0.0,0,4,2,2,2
0,1,1,0,0,1,2.0,49.46,0.0,0,6,3,1,2
0,1,1,0,0,1,3.0,80.0,0.0,0,3,2,3,2
0,1,1,1,0,1,3.0,72.12,0.0,0,2,2,3,2
0,1,0,0,0,1,2.0,22.34,0.0,0,5,2,3,2
0,1,0,0,0,1,4.0,71.43,0.0,0,1,3,3,2
0,1,0,0,0,1,2.0,38.46,0.0,0,4,1,3,2
1,1,1,0,0,1,2.0,18.94,0.0,0,5,1,2,2
1,1,1,0,0,1,2.0,35.0,0.0,0,1,3,2,2
0,1,0,0,0,1,2.0,53.16,0.0,0,5,3,1,2
0,1,1,0,0,1,4.0,96.14,0.0,0,2,2,4,3
0,1,0,0,0,1,3.0,69.88,0.0,0,5,3,1,2
0,1,0,0,0,1,2.0,59.38,0.0,0,3,3,3,2
0,1,1,1,0,1,1.0,47.49,0.0,0,4,3,2,2
1,3,1,0,0,1,1.0,87.03,0.0,0,3,3,3,3
0,1,0,1,0,1,1.0,80.0,0.0,0,2,2,3,2
0,1,0,0,0,1,4.0,60.72,0.0,0,1,3,3,2
0,1,0,0,0,1,4.0,12.0,0.0,0,6,3,1,2
0,1,0,0,0,1,2.0,60.72,0.0,0,5,3,2,2
0,1,0,1,1,1,1.0,95.0,0.0,0,4,2,2,3
0,1,0,1,1,1,1.0,97.0,0.0,0,2,2,3,4
0,1,1,1,0,1,4.0,79.13,0.0,0,4,2,3,2
1,1,1,0,0,1,1.0,38.89,0.0,0,2,1,4,2
1,4,0,0,0,1,2.0,26.77,0.0,0,5,3,1,2
1,3,1,0,0,1,2.0,71.43,0.0,0,6,2,2,2
0,1,0,1,0,1,1.0,37.5,0.0,0,4,3,1,2
0,1,1,0,0,1,2.0,35.71,0.0,0,2,3,2,2
1,1,0,1,0,1,1.0,61.25,0.0,0,4,2,2,2
0,1,0,1,0,1,1.0,95.0,0.0,0,3,2,4,3
0,1,1,1,0,1,1.0,70.0,0.0,0,2,2,4,2
0,1,1,0,0,1,2.0,12.44,0.0,0,6,3,1,2
0,1,0,0,0,1,2.0,22.09,0.0,0,3,3,2,2
0,2,1,0,0,1,2.0,71.64,0.0,0,2,3,4,2
0,1,0,1,0,1,1.0,80.0,0.0,0,4,3,1,2
0,1,1,1,0,1,3.0,80.0,0.0,0,2,2,4,2
0,1,1,0,0,1,4.0,134.96,0.0,0,5,2,3,1
0,3,0,1,0,1,3.0,79.96,0.0,0,4,2,3,2
0,1,1,1,0,1,4.0,79.99,0.0,0,4,1,3,2
1,1,0,0,0,1,2.0,80.0,0.0,0,2,2,2,2
0,1,1,1,0,1,4.0,60.53,1.0,0,4,3,3,2
0,2,0,0,0,1,2.0,50.0,0.0,0,3,2,1,2
0,3,0,0,0,1,2.0,19.28,0.0,0,5,2,3,2
0,3,0,0,0,1,2.0,79.55,0.0,0,4,3,3,2
0,1,1,1,0,1,3.0,80.0,0.0,0,2,2,4,2
0,1,1,1,0,1,2.0,78.09,0.0,0,4,3,4,2
0,1,1,0,0,1,4.0,83.09,0.0,0,6,2,3,3
0,2,1,1,0,1,2.0,57.57,0.0,0,2,3,4,2
0,3,1,1,0,1,2.0,76.6,0.0,0,4,2,4,2
0,1,1,0,0,1,2.0,54.36,0.0,0,6,3,1,2
1,1,0,1,0,1,1.0,96.5,0.0,0,4,1,1,3
0,3,1,1,0,1,3.0,78.44,0.0,0,4,3,3,2
0,3,0,0,0,1,3.0,80.0,0.0,0,4,2,3,2
1,1,1,0,0,1,2.0,35.71,0.0,0,2,2,1,2
0,4,1,0,0,1,3.0,39.0,0.0,0,6,3,2,2
0,1,0,0,0,1,3.0,75.0,0.0,0,6,3,3,2
0,1,1,1,0,1,3.0,59.76,0.0,0,1,3,3,2
0,3,0,0,0,1,4.0,63.4,0.0,0,6,3,1,2
0,1,1,0,0,1,3.0,42.08,1.0,0,6,2,1,2
